#,Choose a language!,Interlay 的使命是：,interBTC 是：,Kintsugi（kBTC）是：,INTR 和 KINT 是：,谁能在 Interlay 中运行金库？,interBTC 为用户提供哪些保证？,在哪里可以使用 interBTC？,Interlay's Mission is?,interBTC is?,Kintsugi is?,INTR and KINT are?,Who can run a Vault in Interlay?,What guarantees does interBTC offer to users?,Where will you be able to use interBTC?,You've finished the quiz and scored full marks!,完成测试，满分！,Start Date (UTC),Submit Date (UTC),Network ID,Tags
g0a8jau0o5pnp1ug0a8jxv7le5jjjxsh,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14mNKeWJPijCNuSYPHFWfsY7qHBugMPeznFrtyTH2nvLxEqy,2022-02-13 22:40:12,2022-02-13 22:44:39,bc6fe2fb0a,
0vym8rrv06cyfi0fzgd0vym8r22tscuw,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1eiGXc1oKQEv7anvFep6ZQUWLqgqBoPRY6zvD1GPhmWk4My,,2022-02-13 22:33:18,2022-02-13 22:43:21,a3dde4bcea,
0x3z758miuiio2h246dqct70x3z755gf,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",121hNY7xionMwg1imWJd9F385FT3EoHDqHCRPy4kDKxim5PH,,2022-02-13 22:29:32,2022-02-13 22:31:17,4d119a29dc,
0fdaxdmi8gb5ewto3qv0fdax8mi2bri5,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-13 22:17:23,2022-02-13 22:18:25,51446cc8e7,
30qqmlszrtnxjq3630mottoqk9ok66fw,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-13 21:52:32,2022-02-13 21:59:23,1f56c68781,
962wywzqh3izzj0ku1962wyqgvkz6klg,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,16Wyii2cDuqvb5sWpKKyrkcQW5m5m1EwugMr5ML83WdvDZyx,2022-02-13 21:51:18,2022-02-13 21:52:24,f7ab85761f,
2rxgokyel07jgsr8u2rxgopfe0viqwkx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13WBQnsUJrno3gwhcNyGWFFs7fEQXRdV6MU989RX9Kjn4Kgn,,2022-02-13 21:27:16,2022-02-13 21:34:17,42f7e390dc,
yv0ucjsn2hayv0ung3kjzfywtryq3l5x,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16Y9r9yfqMe9xNKVRDWAucEioHt9Fo8XXXfLBbyovVCyPdHj,,2022-02-13 21:27:46,2022-02-13 21:29:39,3344925f41,
sdru9k0mwt38xop8snsdru9kvpibsiqm,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12WXDq5mvMfjqg7iqtTAcWLoy36FCG64owkkmNYxcnw2m8ac,,2022-02-13 19:54:24,2022-02-13 19:57:29,d6e2741227,
j4uu0igs2xlfb6erj4uu0igpdyhpaaxu,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15fbVtbtwRWbKBzPGpbqjLaepUjULPGQCXnBa8QuUBpsvHm9,,2022-02-13 19:50:19,2022-02-13 19:52:13,e093a069af,
frdom2qiq8vzyk7sfgnylfrdom29qpp7,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14VAyYzTTgZ17qDR7yDoFiSzZoxSTpVbtTwHxheoBT4uebNJ,,2022-02-13 18:03:26,2022-02-13 18:05:14,56eca1a68e,
es9hirm8a9x4gc7gyfores9hk5ciqx8k,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",136ZMdzTQQ6gp3kAAP1tRudXhFvBk6LFrp192oYmVWMwu1f7,,2022-02-13 17:48:31,2022-02-13 17:52:11,14cb5d57b5,
sfu17vyw0yoria9ur2aohsfu1xlypwbo,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",142tYEh23feGp4GxmgNgvDiqrsYhfjQjXaLfjmLbkJG7QTzU,,2022-02-13 17:10:18,2022-02-13 17:12:46,70e9fb8a38,
llx2tp313o6vf1s5llx2twhrg0m5hq6x,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13KdXTTor2EXaQVhCVPH18kMCRWfN1uNLDbeW5G2GriTQHPN,,2022-02-13 16:42:46,2022-02-13 16:45:21,cfdc6de550,
ur02qaajeutdb1fddcjv3ur02q0li2h5,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13QVEMoiVGcMRpktUw6mEDsRpzku3KmqCBjoJG2evjZzUAPR,,2022-02-13 15:56:05,2022-02-13 15:59:14,8d3159f9c6,
puzhjxkeiacasom6nxvpuzhjxvmwvv5w,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14QR9M1N1E1zHodHsUtUgz1aqP5LoN68ytCpQMLZXCrXKE4E,,2022-02-13 15:48:51,2022-02-13 15:53:09,f4a9700799,
pvt3d8xkt6y1sy2wqpvt3htsgl8x7agb,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14imscBd7uZHzdezUSf3CCrPdBmMGW7J3Pk3saomAW8Ck8qv,,2022-02-13 15:22:05,2022-02-13 15:26:40,3bc8724289,
7tu8bwybg9bhhq4iq4qs8oab7tu8bwy2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14GPcGYhVT2PWywgUu8CzJTNryMNQH2m7E49FArtJuKCJ1Dv,,2022-02-13 13:48:23,2022-02-13 13:52:27,bb9ee8cdaa,
m9gxsok86vc4nm9juf7fa87g7rsihq7s,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14iGZ9kfNkXptKgEGZypfnAuAYjn7QmUYXvm3DqkcCLrg7KW,2022-02-13 12:41:26,2022-02-13 12:45:07,bcda4edfd7,
y4b8bnck2atd9ee4f65w3nty4b8bncq0,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",164mHSmkGs87L73qkSNUB3CxFsahvBEfTnbRdC3fCB9EUCM7,,2022-02-13 11:25:53,2022-02-13 11:42:47,1779fe2e4f,
oddhml9clhx4q25poddhwxzil4w1xcv2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14ftTrGtJPBCThWmoWN8H19brBTR87fn1DDjBk2qN8XXma8z,,2022-02-13 11:38:55,2022-02-13 11:41:29,a740191fb0,
f2vzb9ckge6ykqjrf2vzb9cguv9y0vb5,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13YjDpPprsVpGD41Wty6WS2aSJM2CTZMfSUQ52m9K1q9xpd6,,2022-02-13 11:35:05,2022-02-13 11:38:03,05b762adb4,
pb8xcaubjqtwv0rmrpb8xc8xq2isdagx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15LpXM6JuMdoWxAmWmoZjUUJE8AptnGaJUVLbKws2WENDA9x,,2022-02-13 11:27:06,2022-02-13 11:30:10,6fe95d731e,
2ar3brtdzslzpevha2ar3br8y6jwetbn,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1F5V1GXNKTsA4p1NP9EqSVHwC3dvS8HagsXKewW3xV5YEfM,,2022-02-13 11:10:54,2022-02-13 11:14:21,b0aa2251c7,
a32ygla52l8gr8v1eqowa32ygh1r5223,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-13 09:03:13,2022-02-13 09:05:01,8533fbc1b3,
axowfhuka4att1h2saxowfh3ljpmmkyi,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1LCHaQmD3TMzTCY8SLSxWwEr7PeuwzPkrc28FbgAbT2U39T,,2022-02-13 08:22:46,2022-02-13 08:25:10,0dc8636a95,
rqm3251oox86zdf7dghrqm3fq8zpja0q,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-13 08:18:44,2022-02-13 08:20:49,7f31f18bfb,
0auwnrcxmt6mbhtd0auwnrcxmlji3m7x,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14aQ8oSoG141cCidAsdLdF1N2kfKptvXehJbtqmBu9mzYPz9,,2022-02-13 05:51:23,2022-02-13 05:59:55,c5fa6dd8c2,
7ql722j2tkq1dzo70e3g7qlvfqi99m84,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",5CZxfbem1DkH6T88Sk96m1zCkEmm985iZwjEC9PCJpXLyKh3,,2022-02-13 00:44:50,2022-02-13 00:51:53,4a1f338417,
5e09by3mj2fr1qthls5e09xdvgqjoe4v,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13YLV4PbhJEKkFm4QxymJNw2RzQcA4d27c7VLvbAY8E6igyQ,,2022-02-12 23:21:19,2022-02-12 23:23:15,e3ab82d43c,
bsp7uegnotljtbsp7u7d3yt21o0jdplb,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12768BDDQsJHvxp9chQXC3qGY8p21o3KsbVrYbMCVTsPtg4V,,2022-02-12 23:02:14,2022-02-12 23:08:09,4dcd5e808c,
4snf5lr4ntw9tx7w4snf5lr4nosrub5q,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1,,2022-02-12 21:49:53,2022-02-12 21:52:33,c661240f7c,
rlfeovwwi2pl8q5c91dldl6rlfeovhwr,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15rWi7xiQ21rs2qg1Ai1fyNzLx3spSSF7hZs28jqPDAcxwpe,,2022-02-12 21:17:18,2022-02-12 21:20:55,a76f9c0599,
wawzzy7k2348q6lwawzwptg3a0higgnf,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",148txBCnExhLCgYvTowkSrGArziqsJE79MiFgBtjU516pr8H,,2022-02-12 20:44:21,2022-02-12 21:06:29,22293f02de,
x4chymdxsaezdv4zatf0ox4chymgzrjf,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",125zLmikHWa3Di9ipYC1ykL5pyLhLjgPdRtL3BGsSP7Cweqr,,2022-02-12 21:03:38,2022-02-12 21:05:54,9499a78f80,
